,data.player,data.previous_school,data.hometown,data.height,data.weight,data.rating,data.nat,data.pos,data.st,data.status,data.position,data.team,data.team_id,data.player_id,season
107,Stephen Passeggiata,Wellington,"West Palm Beach, FL, US",602,225,0.8357,NA,79,213,Enrolled,ED,Appalachian State,108,122250,2020
108,Ronald Clarke,Mill Creek,"Hoschton, GA, US",600,185,0.8355,NA,122,153,Enrolled,WR,Appalachian State,108,122235,2020
109,Kevon Haigler,Hartsville,"Hartsville, SC, US",511.5,220,0.8355,NA,107,28,Enrolled,LB,Appalachian State,108,122240,2020
110,Jalen McLeod,Friendship Collegiate Academy,"Washington, DC, US",602,220,0.8336,NA,68,13,Enrolled,LB,Appalachian State,108,122248,2020
111,Markell Samuel,E E Smith,"Fayetteville, NC, US",604,215,0.8286,NA,96,60,Enrolled,ED,Appalachian State,108,122253,2020
112,Navy Shuler,Christ School,"Arden, NC, US",511,195,0.8247,NA,70,66,Enrolled,QB,Appalachian State,108,122254,2020
113,Christan Horn,Westwood,"Blythewood, SC, US",601,165,0.8207,NA,267,47,Enrolled,WR,Appalachian State,108,122243,2020
114,Eli Wilson,Wren,"Piedmont, SC, US",603,212,0.8188,NA,105,50,Enrolled,TE,Appalachian State,108,122259,2020
115,Seth Williams,Statesville,"Statesville, NC, US",603,315,0.8166,NA,42,78,Enrolled,C,Appalachian State,108,122258,2020
116,DeAndre Dingle-Prince,Lee County,"Sanford, NC, US",602,253,0.8123,NA,167,82,Enrolled,DI,Appalachian State,108,122237,2020
117,Austin Reeves,Lake Norman,"Mooresville, NC, US",606,250,0.8098,NA,199,88,Enrolled,T,Appalachian State,108,122251,2020
118,Anderson Castle,Watauga,"Boone, NC, US",601,190,0.8072,NA,202,94,Enrolled,WR,Appalachian State,108,122234,2020
119,August Drews,Sarasota,"Sarasota, FL, US",605,220,0.7897,NA,143,389,Enrolled,TE,Appalachian State,108,122238,2020
120,Damion Daley,Georgia Military College,"Milledgeville, GA, US",604,290,0.78,347,38,6,Enrolled,T,Appalachian State,108,75770,2020
121,Frank Brown,Sterling,"Houston, TX, US",600,180,0.8693,628,11,81,Enrolled,HB,Arizona,109,NA,2020
122,Jalen John,Lakeridge,"Lake Oswego, OR, US",511,180,0.8606,840,54,4,Enrolled,HB,Arizona,109,131577,2020
123,Regen Terry,Florence,"Florence, AZ, US",603.5,230,0.8593,870,42,20,Enrolled,ED,Arizona,109,131597,2020
124,Dion Wilson,Orange Vista,"Perris, CA, US",605.5,260,0.8585,895,49,79,Enrolled,WR,Arizona,109,NA,2020
125,Will Plummer,Gilbert,"Gilbert, AZ, US",602,205,0.8567,918,34,21,Enrolled,QB,Arizona,109,131592,2020
126,Khary Crump,Culver City,"Culver City, CA, US",510.5,175,0.8564,926,75,83,Enrolled,CB,Arizona,109,131568,2020
127,Majon Wright,Cardinal Gibbons,"Fort Lauderdale, FL, US",603,200,0.8505,NA,78,142,Enrolled,S,Arizona,109,NA,2020
128,Josh Baker,Eureka,"Eureka, MO, US",603,280,0.849,NA,23,20,Enrolled,C,Arizona,109,131560,2020
129,Derick Mourning,Paetow,"Katy, TX, US",603,210,0.8478,NA,78,146,Enrolled,LB,Arizona,109,131589,2020
130,Edric Whitley,Weiss,"Pflugerville, TX, US",511,160,0.8445,NA,112,161,Enrolled,CB,Arizona,109,131599,2020
131,Leif Magnuson,Bethlehem Catholic,"Canada, CA, USNA",604,270,0.841,NA,91,2,Enrolled,G,Arizona,109,131583,2020
132,Woody Jean,Deerfield Beach,"Deerfield Beach, FL, US",604,287,0.8396,NA,119,190,Enrolled,T,Arizona,109,131576,2020
133,Roberto Miranda,Germany,", DE",603,225,0.839,NA,66,3,Enrolled,TE,Arizona,109,131588,2020
134,Dyelan Miller,Centennial,"Peoria, AZ, US",603,190,0.8376,NA,209,31,Enrolled,WR,Arizona,109,131587,2020
135,Jabar Triplett,Southern University Lab School,"Baton Rouge, LA, US",600,215,0.8343,NA,108,74,Enrolled,LB,Arizona,109,131598,2020
136,Shontrail Key,Morgan Park,"Chicago, IL, US",607,250,0.8315,NA,127,32,Enrolled,DI,Arizona,109,131580,2020
137,Sam Langi,College of San Mateo,"San Mateo, CA, US",605,313,0.8306,152,7,32,Enrolled,G,Arizona,109,131581,2020
138,Isaiah Mays,City College of San Francisco,"San Francisco, CA, US",601,177,0.83,158,23,34,Enrolled,CB,Arizona,109,131585,2020
139,Anthony Patt,San Marcos,"San Marcos, CA, US",605,270,0.8298,NA,144,160,Enrolled,T,Arizona,109,131591,2020
140,Paris Shand,The Loomis Chaffee School,"Windsor, CT, US",605,240,0.8254,NA,102,13,Enrolled,ED,Arizona,109,131594,2020
141,Stacey Marshall Jr.,Hutchinson C.C.,"Hutchinson, KS, US",605,255,0.8235,191,11,54,Enrolled,TE,Arizona,109,NA,2020
142,Tyler Loop,Lovejoy,"Lucas, TX, US",600,160,0.8,NA,10,342,Enrolled,K,Arizona,109,131582,2020
143,Ugo Nosike,Thornwood,"South Holland, IL, US",603,255,0.7396,NA,247,93,Enrolled,DI,Arizona,109,NA,2020
144,Jaydin Young,Centennial,"Peoria, AZ, US",600,175,NA,NA,NA,NA,Enrolled,WR,Arizona,109,131602,2020
145,Johnny Wilson,Calabasas,"Calabasas, CA, US",606,224,0.9491,116,21,11,Enrolled,WR,Arizona State,110,76366,2020
146,Daniyel Ngata,Folsom,"Folsom, CA, US",509,180,0.9464,125,3,13,Enrolled,HB,Arizona State,110,131623,2020
147,Elijhah Badger,Folsom,"Folsom, CA, US",602,195,0.9364,141,3,15,Enrolled,WR,Arizona State,110,131603,2020
148,LV Bunkley-Shelton,Junipero Serra,"Gardena, CA, US",600,180,0.9306,158,27,17,Enrolled,WR,Arizona State,110,131606,2020
149,Jordan Banks,Narbonne,"Harbor City, CA, US",601,228,0.9091,252,16,23,Enrolled,LB,Arizona State,110,74097,2020
150,DeaMonte Trayanum,Archbishop Hoban,"Akron, OH, US",511,220,0.9017,285,23,5,Enrolled,HB,Arizona State,110,NA,2020
151,Omarr Norman-Lott,Grant Union,"Sacramento, CA, US",602.5,295,0.8925,355,35,29,Enrolled,DI,Arizona State,110,131624,2020
152,Chad Johnson Jr.,Cathedral,"Los Angeles, CA, US",602,190,0.8917,368,62,32,Enrolled,WR,Arizona State,110,131615,2020
153,Joe Moore,Cardinal Ritter College Prep,"Saint Louis, MO, US",604,250,0.8858,417,14,7,Enrolled,ED,Arizona State,110,131621,2020
154,Caleb McCullough,Pacifica,"Oxnard, CA, US",602,203,0.8747,548,28,46,Enrolled,LB,Arizona State,110,131619,2020
155,DJ Taylor,Tampa Catholic,"Tampa, FL, US",510,185,0.8715,600,42,79,Enrolled,CB,Arizona State,110,NA,2020
156,T Lee,Buford,"Buford, GA, US",511,172,0.8633,767,44,75,Enrolled,WR,Arizona State,110,131616,2020
157,Macen Williams,Narbonne,"Harbor City, CA, US",510.5,165,0.8633,768,62,66,Enrolled,CB,Arizona State,110,131634,2020
158,Rachaad White,Mt. San Antonio College,"Walnut, CA, US",601,197,0.8626,56,3,13,Enrolled,HB,Arizona State,110,131633,2020
159,Edward Woods,McClymonds,"Oakland, CA, US",600,175,0.8586,885,68,76,Enrolled,CB,Arizona State,110,NA,2020
160,Will Shaffer,Saguaro,"Scottsdale, AZ, US",601,210,0.8564,927,42,22,Enrolled,LB,Arizona State,110,131628,2020
161,Daylin McLemore,Junipero Serra,"San Mateo, CA, US",603,195,0.8464,NA,35,109,Enrolled,QB,Arizona State,110,131620,2020
162,Ben Bray,Red Mountain,"Mesa, AZ, US",605,275,0.8431,NA,104,28,Enrolled,T,Arizona State,110,131605,2020
163,Jacob Nunez,Lompoc,"Lompoc, CA, US",603,285,0.841,NA,89,127,Enrolled,G,Arizona State,110,131625,2020
164,Ryan Morgan,Lompoc,"Lompoc, CA, US",603,230,0.8363,NA,211,148,Enrolled,WR,Arizona State,110,131622,2020
165,Jake Ray,St. Thomas Aquinas,"Fort Lauderdale, FL, US",604,246,0.8235,NA,96,277,Enrolled,TE,Arizona State,110,131626,2020
166,Myles Slusher,Broken Arrow,"Broken Arrow, OK, US",600,181,0.9281,172,12,2,Enrolled,S,Arkansas,111,123962,2020
167,Malik Hornsby,Fort Bend Marshall,"Missouri City, TX, US",602,175,0.9208,201,8,30,Enrolled,QB,Arkansas,111,123957,2020
168,Darin Turner,Memphis Central,"Memphis, TN, US",602.5,206,0.9186,215,39,6,Enrolled,WR,Arkansas,111,123972,2020
169,Marcus Henderson,Memphis University School,"Memphis, TN, US",605,300,0.8947,337,15,11,Enrolled,G,Arkansas,111,123956,2020
170,Blayne Toll,Hazen,"Hazen, AR, US",605,244,0.8827,447,16,3,Enrolled,ED,Arkansas,111,123967,2020
171,Jashaud Stewart,Jonesboro,"Jonesboro, AR, US",602,223,0.8802,477,30,4,Enrolled,LB,Arkansas,111,123964,2020
172,Andy Boykin,Troup County,"Lagrange, GA, US",603,301,0.8763,526,24,57,Enrolled,ED,Arkansas,111,123945,2020
173,Jalen St. John,Trinity Catholic,"Saint Louis, MO, US",605,310,0.8741,566,31,11,Enrolled,G,Arkansas,111,123963,2020
174,Nick Turner,Brother Martin,"New Orleans, LA, US",511,177,0.868,659,51,26,Enrolled,S,Arkansas,111,123969,2020
175,Kelin Burrle,Helen Cox,"Harvey, LA, US",600,205,0.8633,766,47,33,Enrolled,LB,Arkansas,111,123947,2020
176,Ray Curry Jr.,White Station,"Memphis, TN, US",606,315,0.8548,973,81,28,Enrolled,T,Arkansas,111,123954,2020
177,Julius Coates,East Mississippi C.C.,"Scooba, MS, US",606,270,0.8528,85,12,19,Enrolled,ED,Arkansas,111,123950,2020
178,Eric Thomas,Booker T. Washington,"Pensacola, FL, US",603,230,0.8498,NA,58,145,Enrolled,ED,Arkansas,111,NA,2020
179,Jaqualin McGhee,Peach County,"Fort Valley, GA, US",604,255,0.8484,NA,59,124,Enrolled,ED,Arkansas,111,NA,2020
180,Jacorrei Turner,Woodward Academy,"Atlanta, GA, US",602,205,0.8464,NA,83,129,Enrolled,LB,Arkansas,111,123970,2020
181,Dominique Johnson,Crowley,"Crowley, TX, US",601,230,0.8343,NA,96,221,Enrolled,HB,Arkansas,111,123959,2020
182,JT Towers,Joe T. Robinson,"Little Rock, AR, US",604,210,0.8315,NA,72,13,Enrolled,LB,Arkansas,111,NA,2020
183,Collin Sutherland,Marcus,"Flower Mound, TX, US",604.5,224,0.8248,NA,94,275,Enrolled,TE,Arkansas,111,123965,2020
184,Khari Johnson,Suffield Academy,"Suffield, CT, US",600,184,0.8167,NA,207,15,Enrolled,CB,Arkansas,111,123958,2020
185,Catrell Wallace,Bryant,"Bryant, AR, US",606,210,0.8681,656,43,6,Signed,LB,Arkansas,111,NA,2020
186,Ebony Jackson,Cherokee,"Canton, GA, US",601,205,0.8817,457,33,47,Commit,HB,Arkansas,111,NA,2020
187,Corbet Mims,Kirby,"Memphis, TN, US",604,232,0.8621,799,34,24,Enrolled,ED,Arkansas State,113,121534,2020
188,Antwon Fegans Jr.,Oxford,"Oxford, AL, US",601,183,0.8464,NA,109,48,Enrolled,CB,Arkansas State,113,NA,2020
189,Austin Woods,Verdigris,"Cleveland, OK, US",606,265,0.8424,NA,107,19,Enrolled,T,Arkansas State,113,121547,2020
190,Brett Nezat,Saraland,"Saraland, AL, US",604.5,224,0.841,NA,48,53,Enrolled,QB,Arkansas State,113,121535,2020
191,Corey Rucker,Yazoo County,"Yazoo City, MS, US",601,190,0.8361,NA,214,38,Enrolled,WR,Arkansas State,113,121539,2020
192,Kenneth Harris,Caldwell Parish,"Columbia, LA, US",511,168,0.8299,NA,158,80,Enrolled,CB,Arkansas State,113,121523,2020
193,Javar Strong,Muscle Shoals,"Muscle Shoals, AL, US",603,175,0.8274,NA,145,72,Enrolled,S,Arkansas State,113,121543,2020
194,Israel Whitmore,Choctaw County,"Ackerman, MS, US",602,220,0.8273,NA,126,45,Enrolled,LB,Arkansas State,113,121546,2020
195,Deris Jackson,Lausanne Collegiate School,"Memphis, TN, US",602.5,319,0.8241,NA,143,55,Enrolled,DI,Arkansas State,113,121528,2020
196,Trevian Thomas,Americus Sumter County South,"Americus, GA, US",600,177,0.8192,NA,167,197,Enrolled,S,Arkansas State,113,121544,2020
197,Fred Hervey,East Mississippi C.C.,"Scooba, MS, US",511,215,0.8141,227,12,45,Enrolled,LB,Arkansas State,113,121526,2020
198,Kyle Kelly,Mill Valley,"Shawnee, KS, US",606,245,0.8064,NA,207,19,Enrolled,T,Arkansas State,113,121530,2020
199,Ahmad Adams,Bryant,"Bryant, AR, US",601,220,0.801,NA,215,17,Enrolled,WR,Arkansas State,113,121511,2020
200,Quinton Lee,Northeastern Oklahoma A&M,"Miami, OK, US",604,255,0.79,324,12,5,Enrolled,ED,Arkansas State,113,121531,2020
201,Kideam Diouf,College of the Canyons,"Valencia, CA, US",606,290,0.77,379,39,92,Enrolled,T,Arkansas State,113,121515,2020
202,Lincoln Pare,Houston,"Germantown, TN, US",509,190,0.758,NA,250,121,Enrolled,HB,Arkansas State,113,121537,2020
203,CJ Harris,Highland C.C.,"Highland, KS, US",600,218,NA,NA,NA,NA,Enrolled,LB,Arkansas State,113,121524,2020
204,Avery Demmons,Iowa Central C.C.,"Fort Dodge, IA, US",606,315,NA,NA,NA,NA,Enrolled,T,Arkansas State,113,121514,2020
205,Larenz Deshazor,College of the Canyons,"Valencia, CA, US",601,185,0.8375,135,2,28,Signed,WR,Arkansas State,113,NA,2020
206,Vidal Scott,Hinds C.C.,"Raymond, MS, US",602,295,0.8087,262,27,50,Signed,DI,Arkansas State,113,56965,2020
207,Noah Smith,Locust Fork,"Logan, AL, US",607,280,0.801,NA,222,103,Signed,T,Arkansas State,113,NA,2020
